host_since,host_is_superhost,latitude,longitude,accommodates,bedrooms,beds,review_scores_rating
2011-01-14,f,4.072.976,-7.398.684,2,1,1,4.53
2011-12-14,t,4.072.864,-7.400.453,3,1,1,4.82
2011-07-13,f,4.072.533,-739.972,2,1,1,5.0
2011-05-29,f,40.742.886,-739.907,2,1,1,5.0
2010-07-17,f,4.076.387,-7.398.742,3,1,1,4.83
2011-08-25,f,4.067.452,-7.396.174,3,1,1,
2011-12-18,f,4.073.431,-7.400.225,2,1,1,4.86
2011-03-01,f,4.073.778,-7.395.366,4,1,2,4.84
2011-03-01,f,4.073.778,-7.395.366,4,1,2,4.8
2009-10-13,f,4.077.702,-7.397.904,2,1,2,4.79
2011-03-01,f,4.073.778,-7.395.366,4,1,2,4.83
2011-03-01,f,4.073.778,-7.395.366,4,1,2,4.88
2011-03-01,f,4.073.778,-7.395.366,4,1,2,4.92
2011-03-01,f,4.073.778,-7.395.366,4,1,2,4.76
2011-11-09,f,4.070.951,-7.395.015,1,1,1,4.0
2011-05-08,f,4.079.131,-739.694,2,1,1,4.94
2011-12-22,f,4.073.849,-7.387.232,1,1,2,4.79
2011-12-23,f,4.068.907,-7.395.384,3,1,1,4.5
2011-12-27,f,4.068.435,-7.394.825,2,1,1,4.58
2010-09-16,f,4.077.433,-7.395.339,2,1,1,
2011-09-28,t,4.066.646,-7.389.254,7,3,4,4.53
2011-10-15,f,406.857,-7.397.388,1,1,1,4.68
2012-01-01,f,4.064.226,-7.396.681,2,1,1,4.87
2012-01-02,f,4.080.752,-7.394.778,9,2,9,4.6
2012-01-02,f,408.058,-7.394.759,9,1,3,3.8
2012-01-02,f,4.080.528,-7.394.742,9,2,7,4.5
2011-11-24,f,4.077.298,-7.395.813,1,1,1,5.0
2012-01-02,f,408.073,-7.394.575,10,2,6,4.5
2012-01-05,t,4.071.453,-7.396.091,4,2,3,4.81
2012-01-02,f,4.080.557,-7.394.801,9,2,3,4.5
2012-01-07,f,4.070.674,-7.391.959,4,1,2,4.6
2012-01-12,t,4.069.533,-7.396.058,2,1,1,4.92
2012-01-12,f,4.080.193,-7.395.098,4,2,2,
2010-06-10,f,4.070.167,-7.390.927,1,1,1,4.65
2012-01-14,f,4.067.358,-7.396.306,1,1,1,4.86
2012-01-17,f,4.073.216,-7.398.678,2,1,1,4.75
2012-01-20,t,4.080.272,-7.395.316,1,1,1,4.95
2012-01-21,f,4.070.635,-7.392.423,3,1,1,4.78
2011-09-26,f,4.075.537,-7.377.159,5,2,3,4.86
2012-01-23,f,4.080.937,-7.394.515,3,1,1,5.0
2011-11-03,f,4.071.075,-7.395.773,4,2,2,4.68
2012-01-23,f,4.073.231,-7.398.469,4,2,1,4.78
2012-01-23,f,4.083.249,-7.394.466,2,,1,4.84
2012-01-24,f,4.071.923,-739.582,5,1,4,4.82
2012-01-25,t,4.071.872,-7.395.277,2,1,1,4.94
2012-01-27,f,4.071.376,-7.394.326,2,1,1,4.76
2010-03-14,t,4.077.534,-7.395.106,2,1,1,4.81
2011-06-06,f,4.077.516,-739.537,2,1,4,4.66
2012-01-30,f,4.074.838,-7.398.214,4,2,2,4.76
2011-07-29,t,4.066.763,-7.395.836,6,2,3,4.87
2012-01-31,t,4.069.897,-7.395.002,2,2,1,4.86
2012-01-31,t,4.071.502,-739.917,2,1,1,4.78
2012-02-01,f,4.077.638,-7.401.506,2,1,1,4.33
2009-08-22,f,4.072.617,-7.395.264,2,2,3,5.0
2012-02-04,f,4.076.269,-7.399.361,1,1,1,4.73
2011-05-18,f,4.090.644,-7.388.096,2,1,1,
2009-11-06,f,4.071.529,-7.396.032,2,2,2,4.67
2011-04-30,t,4.082.904,-7.393.892,2,1,1,4.82
2012-02-10,t,4.075.594,-7.399.283,2,1,2,4.77
2011-06-28,f,4.065.366,-7.396.135,1,1,1,5.0
2012-02-10,t,4.075.622,-7.399.455,2,1,2,4.87
2013-12-13,f,4.083.243,-7.394.817,2,1,1,4.54
2012-02-13,f,4.073.092,-740.101,2,1,1,5.0
2012-02-13,f,4.064.368,-7.402.102,2,1,1,4.84
2012-02-19,f,4.067.534,-7.398.345,2,2,2,4.22
2011-03-02,t,4.074.828,-739.917,2,1,1,4.94
2012-02-21,f,40.66,-7.395.203,2,1,1,4.44
2010-12-09,f,4.071.481,-7.399.059,2,1,1,4.39
2016-07-21,f,4.066.257,-7.395.761,2,1,1,4.8
2012-02-01,f,4.077.786,-7.401.659,3,1,1,4.27
2013-07-27,f,4.077.846,-7.401.619,3,1,2,2.8
2013-07-27,f,4.077.739,-7.401.697,2,1,1,4.41
2012-02-29,f,4.072.678,-7.390.448,3,2,3,5.0
2011-02-13,f,4.079.818,-7.395.336,1,1,1,4.86
2012-03-02,f,4.067.979,-7.397.648,2,1,1,4.89
2012-02-09,f,4.073.626,-7.395.634,1,1,1,5.0
2011-09-21,t,4.075.822,-7.396.329,1,1,1,4.86
2012-03-07,t,4.072.038,-7.395.885,2,1,1,4.97
2012-03-11,f,4.075.855,-7.399.189,4,2,2,4.69
2011-03-12,f,4.067.566,-7.397.949,2,1,1,5.0
2011-10-20,f,4.059.556,-7.394.998,3,1,1,5.0
2011-06-22,t,4.080.342,-7.394.845,3,1,1,4.78
2011-06-22,t,4.080.562,-7.394.873,4,1,3,4.89
2012-03-15,f,4.070.364,-7.393.484,1,1,1,5.0
2012-03-15,f,4.088.095,-7.391.701,5,2,4,4.71
2012-03-16,f,4.080.872,-7.394.327,2,1,1,5.0
2012-03-16,f,40.77,-7.395.842,1,1,1,4.64
2012-03-16,f,407.616,-7.397.715,5,1,2,4.85
2012-03-17,f,4.083.521,-7.393.836,2,2,3,4.89
2012-03-18,f,4.071.215,-7.381.692,2,1,1,4.77
2010-12-07,f,4.071.009,-7.396.604,1,1,3,4.62
2012-01-25,t,4.072.044,-7.395.377,2,1,1,5.0
2012-03-18,f,4.071.044,-7.381.703,2,1,1,4.54
2012-03-21,f,4.082.903,-7.394.204,2,,1,4.73
2010-01-13,f,4.078.221,-7.398.357,1,1,1,4.68
2012-03-21,f,4.072.593,-7.398.278,4,1,1,4.7
2012-03-23,f,4.072.135,-7.398.947,2,2,2,4.87
2011-12-09,f,4.070.267,-7.392.716,3,1,1,4.63
2011-04-22,f,4.072.968,-7.398.687,3,1,1,5.0
2012-03-27,t,4.064.788,-7.397.837,2,1,1,4.71
2012-03-27,f,4.075.434,-739.354,5,1,6,4.94
2012-03-27,f,4.068.879,-7.391.635,2,1,1,4.49
2012-03-29,f,4.073.633,-7.399.925,2,1,1,
2011-04-19,t,4.065.975,-739.572,4,1,3,4.75
2012-01-18,f,4.068.561,-7.398.919,5,2,3,4.96
2011-02-22,f,405.767,-7.395.565,4,1,2,4.83
2012-04-01,t,4.067.128,-7.394.307,6,3,4,4.75
2011-10-13,t,4.071.294,-7.394.461,2,1,1,4.93
2012-04-01,f,4.073.161,-7.398.484,1,1,1,5.0
2012-06-22,f,4.072.292,-7.394.577,2,1,1,4.7
2016-07-20,f,4.066.481,-7.397.776,6,2,3,4.67
2012-04-06,f,4.068.849,-7.394.224,3,1,,4.58
2012-04-07,f,4.071.811,-7.398.478,4,2,2,5.0
2011-08-23,t,4.079.018,-7.394.872,4,2,2,4.87
2011-12-23,f,4.068.877,-7.395.408,2,1,1,4.75
2012-04-05,f,4.073.615,-7.400.713,2,1,1,4.79
2011-07-14,f,4.083.559,-7.394.095,2,1,1,4.9
2012-04-14,f,4.079.288,-739.642,4,1,2,4.83
2011-01-25,f,40.834.026,-73.939.507,5,2,3,4.92
2012-04-16,f,407.464,-7.394.807,1,1,1,4.94
2011-05-30,f,4.067.793,-739.702,3,1,1,4.92
2010-11-15,f,4.068.566,-7.396.781,2,1,1,4.85
2012-03-12,f,4.065.408,-7.387.903,4,1,4,4.53
2012-04-11,f,4.067.154,-7.398.745,2,1,,4.72
2012-04-18,f,4.073.553,-7.400.418,2,1,2,5.0
2010-11-18,t,4.066.902,-7.398.884,3,2,1,4.95
2012-04-19,f,4.072.843,-7.398.014,2,1,1,4.75
2012-04-19,t,4.065.712,-7.396.105,2,2,1,4.69
2012-01-04,f,4.071.559,-7.394.289,2,1,1,4.75
2012-03-11,f,4.066.943,-7.398.188,5,4,4,5.0
2012-01-26,f,40.699,-7.390.295,5,1,2,4.73
2011-07-08,f,4.074.567,-7.399.991,4,1,1,5.0
2012-04-23,f,4.078.935,-7.397.225,1,2,2,4.53
2012-04-23,t,4.068.835,-7.392.785,4,2,2,4.71
2011-03-03,f,4.081.081,-739.237,1,1,1,4.9
2011-09-04,f,4.073.958,-7.398.143,1,1,1,4.0
2011-10-09,f,4.075.243,-7.387.843,2,1,1,4.46
2011-10-09,f,4.074.944,-7.389.292,2,1,1,4.15
2010-05-13,f,4.071.811,-7.395.456,2,1,2,4.61
2012-04-26,f,4.064.885,-7.397.453,2,1,2,4.86
2012-02-26,f,4.081.627,-7.390.128,5,2,2,4.75
2012-04-27,f,407.769,-7.397.671,2,1,2,4.77
2012-04-28,f,4.064.321,-7.397.137,5,4,4,5.0
2012-04-29,f,4.066.053,-7.398.246,2,1,1,4.79
2010-06-03,f,4.068.818,-7.396.383,2,1,1,4.51
2012-04-29,f,4.071.776,-7.398.486,3,2,2,4.87
2011-12-23,f,4.069.039,-7.395.418,2,1,1,4.83
2012-04-30,f,4.081.669,-7.394.267,3,1,1,5.0
2012-04-30,f,4.086.667,-7.391.813,2,2,2,4.82
2012-05-01,t,4.086.909,-739.239,2,1,1,4.6
2012-05-01,t,4.080.705,-7.395.202,1,3,3,4.85
2012-05-01,f,4.074.812,-7.399.603,4,1,1,4.45
2012-05-01,t,4.073.491,-740.058,2,1,1,4.63
2012-01-11,f,4.073.143,-7.400.105,4,2,2,4.5
2012-05-02,f,4.085.209,-7.393.941,1,1,1,5.0
2012-05-02,f,4.072.899,-7.398.975,4,1,4,4.26
2012-05-03,f,4.076.719,-7.395.303,2,1,1,4.55
2010-05-20,f,4.081.431,-7.394.788,4,2,4,4.5
2012-05-06,f,4.066.786,-7.393.783,7,3,6,4.9
2011-12-23,f,4.068.905,-739.541,3,1,1,5.0
2011-06-19,t,4.079.903,-7.396.297,2,1,1,4.67
2011-07-13,t,4.071.116,-7.394.721,5,2,3,4.85
2012-05-07,t,4.068.928,-7.393.908,3,2,2,4.81
2010-11-09,f,4.071.937,-7.398.387,2,1,1,4.78
2012-05-08,f,4.067.595,-7.376.463,3,1,3,4.62
2012-05-08,f,4.073.054,-7.400.613,2,1,1,4.9
2012-05-08,f,4.072.152,-7.399.279,1,1,,
2012-05-09,f,4.071.051,-7.401.724,2,1,1,5.0
2011-10-10,f,4.080.631,-7.395.579,2,1,1,4.89
2012-05-10,f,4.072.254,-7.401.074,5,3,4,5.0
2012-04-25,f,4.068.308,-7.394.403,4,2,2,4.0
2012-04-15,f,4.065.958,-7.396.118,4,1,1,4.85
2011-08-10,f,4.076.425,-7.398.475,2,1,1,
2010-11-22,f,40.67,-7.395.128,2,1,1,4.61
2010-11-03,t,408.239,-7.394.242,2,1,1,4.64
2012-05-14,f,4.071.101,-7.399.518,2,1,1,4.81
2012-05-14,f,406.748,-7.400.032,4,2,2,5.0
2012-02-06,t,4.068.687,-7.397.074,6,4,5,4.96
2012-05-14,f,4.074.709,-7.392.056,1,1,1,5.0
2011-12-27,f,4.068.476,-7.394.867,2,1,1,4.71
2012-05-16,t,40.709,-7.396.804,3,1,2,4.88
2012-05-17,f,4.068.375,-7.396.458,10,5,6,5.0
2012-05-06,t,4.066.029,-7.398.566,7,3,5,4.76
2012-05-17,f,4.061.211,-7.403.451,3,1,2,4.67
2012-05-19,f,406.914,-7.390.186,2,1,6,4.66
2011-07-25,f,4.072.484,-7.398.242,2,1,2,4.89
2012-05-21,t,4.067.379,-7.396.623,2,1,1,4.82
2012-05-21,f,4.067.219,-7.397.672,5,3,3,4.91
2012-03-23,f,4.079.058,-7.397.367,2,1,1,4.62
2012-05-22,f,4.068.657,-7.396.262,2,1,2,4.87
2012-05-22,f,4.076.763,-7.377.003,2,2,1,4.86
2012-05-23,f,4.068.705,-7.400.002,1,1,1,
2012-05-23,f,4.075.347,-7.389.145,2,1,1,4.88
2012-05-23,f,4.066.609,-7.398.472,8,4,4,4.92
2012-05-21,t,4.071.493,-7.396.106,2,1,1,4.98
2012-05-25,f,4.058.294,-7.396.384,6,2,5,4.86
2012-05-25,f,4.070.528,-7.395.756,1,1,,0.0
2012-04-23,t,4.069.026,-7.392.794,2,1,1,4.93
2012-05-26,f,4.082.482,-7.394.072,2,1,1,4.93
2011-12-10,t,4.079.339,-7.396.206,2,1,1,4.54
2012-05-28,f,4.059.274,-7.416.178,1,2,1,4.75
2012-05-28,f,406.846,-7.395.822,3,1,1,4.75
2011-03-29,f,4.073.034,-7.400.056,2,1,1,4.95
2012-05-28,t,4.067.707,-7.397.062,5,2,3,4.81
2012-05-12,f,4.072.103,-7.398.835,2,1,2,4.59
2012-05-29,f,4.072.647,-7.397.934,2,1,2,5.0
2012-05-29,f,4.077.968,-7.395.197,1,1,,5.0
2010-07-15,f,4.069.204,-7.390.661,2,1,1,4.8
2012-05-29,f,4.080.009,-7.395.107,2,1,1,4.52
2011-12-27,f,4.068.567,-7.394.865,1,1,1,4.57
2012-05-30,f,4.074.778,-7.399.579,3,3,4,4.43
2012-05-30,f,4.071.979,-7.404.549,4,1,2,4.46
2012-06-01,f,4.073.044,-7.398.683,3,1,1,4.14
2012-05-13,f,407.211,-7.398.271,2,1,1,4.71
2012-06-01,f,4.069.923,-7.399.402,16,5,12,4.95
2012-06-02,f,4.067.604,-7.396.865,2,1,2,5.0
2012-06-03,t,4.068.607,-7.398.074,6,3,4,4.88
2012-05-22,f,4.071.596,-7.394.245,1,1,1,4.89
2010-02-07,f,4.070.499,-7.390.128,2,1,1,5.0
2011-11-03,f,4.074.506,-7.391.251,2,1,1,4.73
2012-06-06,f,4.069.445,-7.396.546,2,1,1,5.0
2012-05-22,f,4.066.587,-7.398.518,2,1,1,5.0
2012-06-07,f,406.605,-7.398.332,6,4,4,5.0
2009-12-12,t,4.072.989,-7.397.988,2,,,4.63
2010-07-29,f,4.074.135,-7.399.833,2,,2,4.65
2012-06-08,t,4.080.728,-739.388,2,1,2,4.68
2012-06-09,f,4.074.263,-7.398.398,2,1,1,4.78
2012-04-23,f,4.077.712,-7.394.755,2,1,1,4.6
2009-05-20,f,4.066.272,-7.398.913,1,1,1,5.0
2012-06-10,f,4.073.112,-7.400.292,2,1,1,4.0
2012-06-11,t,4.080.617,-7.395.132,4,1,4,4.87
2010-10-16,t,4.078.105,-7.397.858,1,2,1,4.78
2012-06-11,f,4.072.945,-7.399.931,2,1,1,4.32
2011-11-26,f,4.066.167,-7.396.152,2,1,2,4.6
2011-06-09,f,4.073.328,-7.400.069,2,1,1,4.74
2012-06-12,f,4.072.339,-7.399.459,2,2,2,4.87
2012-06-14,t,4.070.209,-7.391.476,2,1,1,4.75
2012-06-15,t,4.072.814,-7.397.912,4,1,2,4.72
2012-06-15,f,4.075.912,-73.919,2,1,1,4.65
2012-06-16,t,4.082.335,-7.395.322,6,2,3,4.86
2012-03-07,t,4.071.981.381.537.130,-7.396.052.948.151.350,2,1,,4.92
2011-07-25,t,4.070.873,-7.391.732,3,1,6,4.75
2012-06-18,f,4.064.445,-7.400.279,4,2,2,
2012-06-18,f,4.077.471,-7.394.893,3,1,1,4.83
2011-06-26,f,4.068.955,-7.396.681,3,1,1,5.0
2012-06-19,f,4.070.977,-7.395.917,4,3,3,4.56
2012-02-21,f,4.066.051,-7.395.078,2,2,1,4.5
2012-06-19,t,4.075.485,-7.381.795,2,1,1,4.82
2012-06-20,f,4.072.515,-7.395.153,1,1,1,
2012-06-15,f,4.082.219,-7.394.332,6,1,1,
2012-06-21,f,4.072.594,-7.398.219,2,1,1,4.8
2012-06-21,f,4.066.014,-7.398.311,1,1,1,4.8
2012-06-21,f,4.079.629,-7.396.639,2,1,2,4.57
2012-05-02,f,4.074.734,-739.931,5,2,3,5.0
2012-06-22,t,4.067.808,-739.573,2,1,2,4.75
2012-06-22,t,4.067.382,-7.394.012,6,2,3,4.73
2012-06-01,t,4.081.711,-7.394.736,5,2,3,4.81
2012-06-15,f,4.082.193,-7.394.175,3,1,,5.0
2012-06-15,f,40.822.964,-73.942.474,3,1,1,4.89
2012-06-25,f,4.072.378,-73.947,2,1,1,4.88
2012-06-26,t,4.072.369,-7.397.849,2,2,2,4.87
2012-06-28,f,407.359,-7.400.128,2,1,1,4.42
2012-06-29,f,4.073.864,-7.398.187,2,1,1,4.89
2011-04-24,f,4.068.257,-7.393.713,1,1,1,5.0
2012-06-30,f,4.072.583,-7.397.819,4,1,2,4.64
2012-06-30,f,4.076.002,-7.395.998,2,1,1,4.67
2012-06-09,f,4.070.783,-7.392.071,2,1,1,4.93
2012-07-01,f,4.070.073,-7.392.245,2,1,1,5.0
2011-05-26,f,4.072.648,-7.398.712,5,2,4,4.31
2012-07-02,f,4.068.497,-7.397.644,3,1,2,5.0
2012-07-02,t,4.067.543,-7.393.971,6,2,2,4.78
2012-03-11,f,4.076.119,-7.399.225,2,1,1,4.94
2011-09-11,t,4.067.432,-7.394.744,2,1,1,4.53
2012-05-02,t,4.081.273,-7.395.091,1,1,1,4.85
2012-07-03,f,4.068.634,-7.395.055,1,1,1,4.69
2012-07-05,f,4.082.274,-7.395.408,2,2,2,5.0
2012-07-05,f,407.967,-7.397.201,4,1,1,5.0
2012-07-05,f,4.073.209,-7.395.861,1,1,1,4.92
2012-07-05,f,40.679,-7.395.078,1,1,1,4.96
2011-02-12,f,4.069.174,-7.392.276,5,2,2,5.0
2012-05-07,f,407.905,-7.394.685,2,1,1,4.92
2012-06-28,f,4.068.031,-7.396.336,3,1,1,4.66
2011-06-22,f,4.077.266,-7.392.268,2,1,2,4.9
2012-05-20,f,4.072.326,-7.397.969,2,1,1,5.0
2012-07-09,f,4.077.147,-7.399.434,2,1,1,4.79
2012-07-10,f,4.071.099,-7.395.217,1,1,,4.0
2011-07-11,f,4.060.402,-7.397.038,2,1,1,4.83
2012-07-11,f,4.072.215,-7.400.416,2,1,1,4.76
2011-10-28,f,4.080.682,-7.394.814,2,2,1,4.79
2011-12-20,f,4.072.428,-7.399.579,1,1,1,4.75
2012-07-12,f,4.071.493,-7.400.698,4,1,3,4.92
2012-07-12,f,4.069.338,-7.399.898,3,1,1,4.89
2012-07-13,f,4.069.941,-7.390.576,2,1,1,4.8
2012-07-13,f,4.077.287,-7.394.667,2,1,1,4.63
2016-08-01,t,4.075.262,-7.397.451,2,1,1,4.62
2012-07-14,f,4.073.216,-7.400.521,4,2,2,5.0
2012-07-14,f,4.073.532,-7.399.506,2,1,1,
2012-07-16,f,4.067.636,-7.398.098,3,1,1,5.0
2012-07-05,f,4.068.278,-7.393.863,2,1,1,4.71
2012-07-17,f,4.078.186,-7.397.849,2,1,1,4.9
2012-07-17,f,4.068.479,-7.396.807,3,1,1,4.67
2012-07-17,f,4.068.247,-7.396.524,1,1,1,5.0
2010-08-23,f,4.067.954,-7.397.247,2,1,1,4.73
2012-07-17,f,4.068.441,-7.398.405,4,2,2,5.0
2012-06-14,f,4.072.162,-7.395.114,2,1,1,4.77
2012-07-19,f,4.068.098,-7.396.604,6,2,5,4.83
2012-07-20,t,4.076.114,-7.399.369,2,,1,4.89
2012-07-21,f,4.068.461,-7.398.923,2,,2,4.78
2012-07-09,t,4.079.046,-7.394.576,2,,1,4.71
2011-07-30,f,4.077.469,-7.398.069,2,1,1,4.85
2012-07-22,f,4.067.493,-7.396.398,2,1,1,4.33
2011-09-12,f,4.070.507,-7.392.317,2,1,1,4.47
2012-07-23,f,4.072.586,-7.397.922,5,2,2,4.72
2012-07-23,f,4.091.904,-7.388.789,4,2,2,5.0
2012-06-01,t,4.081.695,-7.394.723,2,1,2,4.83
2012-07-24,f,4.071.108,-7.393.717,2,1,1,5.0
2012-07-25,f,4.065.724,-7.399.919,3,2,2,5.0
2010-03-13,f,4.067.924,-7.396.445,3,2,2,4.85
2011-08-27,f,4.076.691,-7.398.361,16,1,1,5.0
2012-01-03,f,4.066.718,-7.395.848,2,1,1,
2012-07-30,f,4.080.337,-7.395.027,4,2,4,4.65
2012-07-31,f,4.073.269,-7.398.595,2,1,2,4.67
2011-05-13,f,4.071.542,-7.393.821,4,2,2,
2012-07-31,f,4.080.272,-7.395.618,2,1,1,5.0
2011-07-18,f,4.072.912,-7.398.462,2,1,1,4.44
2010-06-29,f,4.071.424,-7.394.267,2,1,1,4.0
2012-01-04,f,4.074.629,-7.394.591,2,1,1,4.7
2012-08-03,f,4.076.921,-7.395.091,3,1,3,
2011-07-18,f,4.077.416,-7.398.591,3,1,1,4.95
2012-03-23,f,4.072.299,-7.398.838,1,1,1,
2012-08-06,f,4.073.589,-7.392.457,1,1,1,4.5
2012-08-07,f,4.063.264,-7.408.624,2,,1,5.0
2011-09-19,f,4.067.512,-7.395.972,2,1,1,5.0
2011-12-07,f,4.050.863,-7.424.135,11,4,6,4.91
2012-08-08,f,4.072.377,-7.399.122,3,1,2,5.0
2010-07-12,f,4.068.228,-7.394.645,1,1,1,
2010-07-12,f,4.068.053,-739.479,2,1,1,
2010-07-12,f,4.068.273,-7.394.617,3,1,3,
2012-08-08,f,407.947,-7.393.209,3,1,1,4.71
2012-08-09,f,4.076.042,-739.975,3,1,1,5.0
2010-02-15,f,4.078.279,-7.397.317,2,1,1,4.43
2011-06-22,f,4.063.359,-7.396.525,4,2,2,4.93
2011-02-19,t,4.087.231,-739.176,2,1,1,4.8
2010-08-08,f,4.082.256,-7.395.141,10,3,7,4.49
2012-05-29,t,4.076.242,-7.399.217,2,1,1,4.86
2012-08-12,t,4.075.702,-7.391.682,1,1,1,4.62
2012-02-12,f,407.454,-739.831,2,1,1,4.36
2012-08-12,f,4.072.446,-7.399.355,3,1,2,4.83
2011-02-28,f,4.071.406,-7.396.749,2,1,1,4.86
2012-08-13,t,4.072.466,-7.399.336,2,1,1,4.78
2012-08-13,f,407.299,-7.398.473,2,1,1,4.44
2012-08-14,f,4.075.141,-7.399.557,2,1,1,
2011-07-11,f,4.071.799,-7.399.213,3,1,1,
2012-08-15,t,4.072.607,-7.399.707,5,2,2,4.93
2012-07-24,t,4.068.669,-7.394.198,4,1,2,4.58
2011-03-28,f,4.073.153,-7.398.398,2,1,1,4.6
2012-08-15,t,4.068.173,-7.396.537,2,1,1,4.93
2012-08-17,f,4.072.312,-7.398.351,4,1,1,4.89
2010-12-24,f,4.067.574,-7.395.434,2,1,1,0.0
2012-09-09,f,4.070.283,-7.398.879,1,1,1,4.7
2012-08-07,f,406.465,-7.397.959,2,1,1,4.79
2011-02-28,f,4.068.731,-740.004,4,2,3,5.0
2012-08-19,f,407.778,-7.395.084,1,1,1,4.24
2012-08-20,f,4.078.184,-7.398.219,2,2,2,4.5
2012-08-20,t,4.073.342,-7.398.551,2,1,1,4.46
2012-08-20,f,4.080.123,-7.394.238,2,1,1,4.87
2012-08-20,f,4.069.958,-7.390.251,2,1,1,4.81
2012-08-05,t,4.076.197,-7.399.496,2,,1,4.93
2012-08-21,f,4.078.938,-7.396.796,1,1,1,4.92
2012-08-23,t,4.073.961,-7.398.128,2,1,1,4.92
2011-07-18,f,4.077.493,-7.398.732,8,2,3,4.86
2011-09-10,f,4.075.844,-7.398.819,2,1,1,5.0
2012-05-29,f,4.072.771,-7.398.172,1,1,1,4.67
2012-08-25,f,4.071.084,-7.396.205,4,2,2,4.44
2012-08-25,t,4.071.879,-7.399.176,2,,1,4.62
2012-08-26,f,4.074.075,-7.400.102,2,1,1,5.0
2012-05-16,f,4.085.234,-7.393.822,6,2,3,4.9
2012-08-24,f,4.068.956,-739.189,1,1,1,4.75
2011-09-12,f,4.080.466,-7.395.396,1,1,1,4.81
2011-11-01,f,4.067.674,-7.389.249,3,2,,4.72
2012-08-28,t,4.079.383,-7.400.218,6,3,3,4.92
2012-09-03,f,4.071.809,-7.399.453,1,1,1,4.94
2011-09-19,t,4.065.043,-7.400.387,2,1,1,4.53
2012-08-26,f,4.062.915,-7.416.214,2,1,2,4.75
2011-09-30,f,4.074.411,-739.527,3,1,1,4.79
2012-09-02,t,4.080.375,-7.395.718,2,1,1,4.89
2012-09-06,t,4.074.793,-7.397.887,2,1,1,4.92
2012-09-06,t,4.074.793,-7.397.887,3,1,2,5.0
2012-09-09,f,4.076.579,-7.399.275,2,1,1,
2009-12-13,f,4.069.623,-7.396.549,6,2,7,4.76
2012-05-23,f,4.075.804,-7.389.447,1,1,1,4.88
2012-09-11,f,4.066.482,-7.398.405,2,1,1,4.57
2012-09-10,f,4.067.606,-7.395.127,4,2,3,4.8
2011-05-09,t,4.068.169,-739.769,14,5,6,4.93
2012-09-13,f,4.069.106,-739.711,2,2,1,4.45
2012-09-13,f,407.244,-739.802,2,1,1,4.71
2011-08-03,f,4.075.617,-7.399.569,2,1,1,4.1
2012-08-11,f,4.067.525,-7.397.861,2,1,1,4.75
2012-09-14,t,4.076.703,-7.402.502,2,1,2,4.72
2012-09-14,f,4.076.221,-7.397.787,2,1,1,4.93
2012-09-15,t,4.069.149,-7.393.662,2,1,1,4.92
2012-09-15,f,4.073.124,-7.400.374,2,1,1,4.86
2012-07-19,f,4.068.928,-7.399.544,1,1,1,4.83
2012-03-11,f,4.077.211,-7.401.736,4,2,3,4.85
2012-09-16,t,40.709.278,-73.954.689,4,1,2,4.9
2012-09-17,f,4.069.003,-7.394.047,4,1,2,4.83
2012-09-17,f,4.072.305,-7.398.641,2,1,1,4.8
2012-02-21,f,406.582,-7.395.088,2,1,1,4.28
2012-09-19,f,4.074.836,-7.389.686,6,2,6,4.75
2012-09-20,f,4.060.066,-7.408.902,2,1,1,4.76
2010-09-20,t,4.066.044,-7.399.279,2,,1,4.83
2012-09-21,t,4.072.544,-739.805,2,2,1,4.87
2012-09-19,f,4.071.662,-739.802,2,1,2,4.75
2011-12-15,f,4.080.749,-7.394.853,4,2,2,4.71
2010-12-11,t,4.079.697,-7.395.941,3,1,3,4.54
2012-09-24,f,407.288,-7.398.731,2,2,2,4.79
2012-09-20,f,4.060.035,-7.409.103,2,1,1,4.61
2012-09-24,t,4.068.176,-7.399.473,4,2,2,4.81
2012-09-25,t,4.068.375,-7.396.142,4,1,2,4.78
2012-09-19,f,407.484,-7.389.892,6,1,6,4.79
2012-09-19,f,4.074.874,-7.389.746,7,2,7,4.52
2011-08-21,t,4.071.116,-7.394.989,1,1,2,4.95
2012-09-26,f,4.085.826,-7.387.262,3,1,2,4.46
2012-09-28,f,4.068.343,-739.603,4,2,2,5.0
2010-08-29,t,4.070.956,-7.394.718,3,2,2,4.43
2012-08-02,f,4.074.406,-7.398.447,2,1,1,4.75
2012-10-01,f,4.072.585,-7.398.542,2,1,1,4.69
2012-09-17,f,4.068.755,-7.395.883,2,1,1,0.0
2012-10-02,f,4.079.073,-7.397.107,2,1,1,4.89
2012-10-02,f,4.071.733,-7.398.427,4,1,3,4.51
2010-11-23,f,4.080.351,-7.395.775,1,1,1,4.57
2012-06-10,f,4.078.055,-739.622,2,1,1,4.62
2012-10-04,f,4.066.971,-7.394.479,12,3,5,4.56
2011-03-01,f,4.073.756,-739.535,4,1,2,4.75
2011-03-01,f,4.073.756,-739.535,4,1,,4.82
2010-01-25,f,407.384,-740.034,2,1,1,4.65
2012-10-08,f,4.074.051,-7.400.029,2,1,1,4.8
2012-10-10,f,4.078.375,-7.397.741,2,1,1,4.71
2012-10-11,f,4.072.516,-7.395.004,1,1,1,4.18
2014-05-05,t,4.078.615,-7.397.454,3,1,2,5.0
2014-05-05,t,4.078.552,-7.397.435,3,1,2,4.88
2012-10-15,f,4.076.797,-7.391.625,2,1,1,4.91
